ObjectID,Frame,X,Y
2,3324,"[730.5, 678.0]","[582.0, 328.0]"
2,3325,"[730.0, 678.0]","[582.0, 328.0]"
2,3326,"[730.0, 677.0]","[582.0, 328.0]"
2,3327,"[730.0, 678.0]","[582.0, 328.0]"
2,3328,"[729.0, 678.5]","[582.0, 328.5]"
2,3329,"[729.0, 678.5]","[582.0, 328.5]"
2,3330,"[728.5, 677.5]","[583.0, 328.5]"
2,3331,"[729.5, 677.5]","[583.0, 328.5]"
2,3332,"[730.0, 677.5]","[583.0, 328.5]"
2,3333,"[729.0, 677.0]","[583.0, 329.0]"
2,3334,"[728.5, 677.0]","[583.0, 328.0]"
2,3335,"[730.0, 677.0]","[583.0, 329.0]"
2,3336,"[729.0, 677.0]","[583.0, 329.0]"
2,3337,"[729.0, 677.0]","[583.0, 329.0]"
2,3338,"[729.0, 677.0]","[583.0, 329.0]"
2,3339,"[729.0, 677.5]","[583.0, 329.5]"
2,3340,"[729.0, 676.5]","[583.0, 329.5]"
2,3341,"[729.0, 676.5]","[583.0, 328.5]"
2,3342,"[729.0, 677.5]","[584.0, 329.5]"
2,3343,"[729.0, 677.5]","[584.0, 329.5]"
2,3344,"[729.0, 677.0]","[584.0, 329.0]"
2,3345,"[729.0, 677.0]","[584.0, 329.0]"
2,3346,"[728.0, 676.0]","[584.0, 329.0]"
2,3347,"[728.0, 676.0]","[585.0, 329.0]"
2,3348,"[728.0, 676.0]","[585.0, 329.0]"
2,3349,"[729.0, 676.0]","[585.0, 330.0]"
2,3350,"[729.0, 676.5]","[585.0, 330.5]"
2,3351,"[728.0, 676.0]","[585.0, 329.0]"
2,3352,"[728.0, 676.0]","[585.0, 330.0]"
2,3353,"[729.0, 676.0]","[585.0, 330.0]"
2,3354,"[728.0, 675.0]","[586.0, 330.0]"
2,3355,"[728.0, 676.0]","[586.0, 330.0]"
2,3356,"[728.0, 676.0]","[586.0, 330.0]"
2,3357,"[728.0, 676.0]","[586.0, 330.0]"
2,3358,"[728.0, 675.0]","[586.0, 330.0]"
2,3359,"[728.0, 675.0]","[586.0, 330.0]"
2,3360,"[728.0, 675.0]","[586.0, 330.0]"
2,3361,"[728.0, 675.0]","[587.0, 331.0]"
2,3362,"[728.0, 675.0]","[587.0, 331.0]"
2,3363,"[729.0, 675.0]","[587.0, 331.0]"
2,3364,"[728.0, 675.0]","[587.0, 331.0]"
2,3365,"[728.0, 675.0]","[587.0, 331.0]"
2,3366,"[728.0, 675.0]","[587.0, 331.0]"
2,3367,"[728.0, 675.0]","[588.0, 331.0]"
2,3368,"[728.0, 674.0]","[588.0, 331.0]"
2,3369,"[728.0, 674.0]","[588.0, 331.0]"
2,3370,"[728.0, 675.0]","[588.0, 332.0]"
2,3371,"[728.0, 674.0]","[588.0, 332.0]"
2,3372,"[728.0, 674.0]","[588.0, 332.0]"
2,3373,"[728.0, 674.0]","[589.0, 332.0]"
2,3374,"[728.0, 674.0]","[589.0, 331.0]"
2,3375,"[728.0, 674.0]","[589.0, 332.0]"
2,3376,"[728.0, 674.0]","[587.0, 332.0]"
2,3377,"[728.0, 674.0]","[587.0, 332.0]"
2,3378,"[728.5, 673.0]","[587.0, 332.0]"
2,3379,"[728.5, 673.0]","[587.0, 332.0]"
2,3380,"[727.5, 673.0]","[588.0, 332.0]"
2,3381,"[727.5, 673.0]","[588.0, 332.0]"
2,3382,"[728.5, 673.0]","[589.0, 332.0]"
2,3383,"[728.5, 673.0]","[589.0, 332.0]"
2,3384,"[728.5, 673.0]","[588.0, 332.0]"
2,3385,"[728.5, 673.0]","[588.0, 332.0]"
2,3386,"[727.5, 673.0]","[588.0, 333.0]"
2,3387,"[727.5, 673.0]","[588.0, 333.0]"
2,3388,"[728.5, 673.0]","[588.0, 333.0]"
2,3389,"[727.5, 673.0]","[589.0, 333.0]"
2,3390,"[727.5, 673.0]","[589.0, 333.0]"
2,3391,"[727.5, 673.0]","[589.0, 333.0]"
2,3392,"[727.5, 672.0]","[589.0, 333.0]"
2,3393,"[727.5, 672.0]","[590.0, 333.0]"
2,3394,"[727.5, 673.0]","[590.0, 332.0]"
2,3395,"[727.5, 672.5]","[590.0, 332.0]"
2,3396,"[727.5, 674.5]","[590.0, 332.0]"
2,3397,"[727.5, 673.5]","[590.0, 332.0]"
2,3398,"[727.5, 674.5]","[590.0, 332.0]"
2,3399,"[727.5, 673.5]","[590.0, 332.0]"
2,3400,"[727.5, 673.5]","[591.0, 333.0]"
2,3401,"[727.5, 673.5]","[590.0, 333.0]"
2,3402,"[727.5, 673.5]","[590.0, 333.0]"
2,3403,"[727.5, 673.5]","[590.0, 333.0]"
2,3404,"[727.5, 673.5]","[590.0, 333.0]"
2,3405,"[726.5, 672.5]","[591.0, 333.0]"
2,3406,"[727.5, 672.5]","[591.0, 333.0]"
2,3407,"[726.5, 672.5]","[592.0, 334.0]"
2,3408,"[726.5, 673.5]","[591.0, 333.0]"
2,3409,"[726.5, 672.5]","[592.0, 334.0]"
2,3410,"[726.5, 672.5]","[592.0, 334.0]"
2,3411,"[726.5, 672.5]","[592.0, 333.0]"
2,3412,"[727.5, 672.5]","[592.0, 333.0]"
2,3413,"[726.5, 672.5]","[592.0, 333.0]"
2,3414,"[726.5, 672.5]","[592.0, 333.0]"
2,3415,"[726.5, 672.5]","[592.0, 334.0]"
2,3416,"[726.5, 672.5]","[593.0, 334.0]"
2,3417,"[726.5, 672.5]","[592.0, 334.0]"
2,3418,"[726.5, 672.5]","[592.0, 334.0]"
2,3419,"[726.5, 671.5]","[593.0, 334.0]"
2,3420,"[726.5, 672.5]","[593.0, 334.0]"
2,3421,"[726.5, 671.5]","[593.0, 335.0]"
2,3422,"[726.5, 672.5]","[593.0, 334.0]"
2,3423,"[726.5, 671.5]","[593.0, 334.0]"
2,3424,"[726.5, 671.5]","[593.0, 335.0]"
2,3425,"[726.5, 671.5]","[593.0, 334.0]"
2,3426,"[726.5, 671.5]","[594.0, 334.0]"
2,3427,"[726.5, 671.5]","[593.0, 334.0]"
2,3428,"[726.5, 671.5]","[593.0, 334.0]"
2,3429,"[725.5, 670.5]","[594.0, 334.0]"
2,3430,"[726.5, 670.5]","[594.0, 334.0]"
2,3431,"[726.5, 671.5]","[594.0, 335.0]"
2,3432,"[725.5, 671.5]","[594.0, 335.0]"
2,3433,"[725.5, 670.5]","[594.0, 335.0]"
2,3434,"[726.5, 671.5]","[595.0, 335.0]"
2,3435,"[726.5, 670.5]","[594.0, 336.0]"
2,3436,"[725.5, 671.5]","[594.0, 335.0]"
2,3437,"[726.5, 670.5]","[595.0, 335.0]"
2,3438,"[726.5, 670.5]","[595.0, 335.0]"
2,3439,"[725.5, 670.5]","[595.0, 336.0]"
2,3440,"[726.5, 670.5]","[595.0, 335.0]"
2,3441,"[725.5, 670.5]","[595.0, 335.0]"
2,3442,"[726.5, 670.5]","[595.0, 336.0]"
2,3443,"[725.5, 670.5]","[595.0, 335.0]"
2,3444,"[725.5, 670.5]","[595.0, 335.0]"
2,3445,"[725.5, 669.5]","[596.0, 335.0]"
2,3446,"[725.5, 669.5]","[596.0, 335.0]"
2,3447,"[725.5, 670.5]","[596.0, 335.0]"
2,3448,"[725.5, 669.5]","[596.0, 336.0]"
2,3449,"[725.5, 670.5]","[596.0, 336.0]"
2,3450,"[725.5, 669.5]","[596.0, 336.0]"
2,3451,"[725.5, 669.5]","[596.0, 336.0]"
2,3452,"[725.5, 669.5]","[596.0, 336.0]"
2,3453,"[725.5, 669.5]","[597.0, 336.0]"
2,3454,"[725.5, 669.5]","[596.0, 336.0]"
2,3455,"[725.5, 669.5]","[596.0, 336.0]"
2,3456,"[725.5, 669.5]","[597.0, 336.0]"
2,3457,"[725.5, 668.5]","[597.0, 337.0]"
2,3458,"[725.5, 669.5]","[597.0, 336.0]"
2,3459,"[725.5, 668.5]","[597.0, 336.0]"
2,3460,"[725.5, 668.5]","[597.0, 336.0]"
2,3461,"[724.5, 668.5]","[597.0, 338.0]"
2,3462,"[724.5, 668.5]","[598.0, 337.0]"
2,3463,"[725.5, 668.5]","[597.0, 337.0]"
2,3464,"[725.5, 667.5]","[598.0, 337.0]"
2,3465,"[724.5, 667.5]","[597.0, 337.0]"
2,3466,"[724.5, 667.5]","[597.0, 338.0]"
2,3467,"[725.5, 667.5]","[597.0, 338.0]"
2,3468,"[724.5, 667.5]","[598.0, 338.0]"
2,3469,"[725.5, 667.5]","[598.0, 338.0]"
2,3470,"[724.5, 667.5]","[598.0, 338.0]"
2,3471,"[724.5, 666.5]","[599.0, 338.0]"
2,3472,"[725.5, 666.5]","[598.0, 338.0]"
2,3473,"[724.5, 666.5]","[598.0, 338.0]"
2,3474,"[724.5, 666.5]","[599.0, 337.0]"
2,3475,"[724.5, 666.5]","[599.0, 338.0]"
2,3476,"[724.5, 666.5]","[598.0, 338.0]"
2,3477,"[724.5, 666.5]","[598.0, 338.0]"
2,3478,"[724.5, 666.5]","[598.0, 338.0]"
2,3479,"[724.5, 666.5]","[599.0, 338.0]"
2,3480,"[724.5, 666.5]","[599.0, 338.0]"
2,3481,"[724.5, 666.5]","[599.0, 338.0]"
2,3482,"[724.5, 666.5]","[600.0, 338.0]"
2,3483,"[724.5, 665.5]","[600.0, 338.0]"
2,3484,"[724.5, 665.5]","[599.0, 338.0]"
2,3485,"[724.5, 665.5]","[599.0, 338.0]"
2,3486,"[724.5, 666.5]","[599.0, 338.0]"
2,3487,"[723.5, 666.5]","[599.0, 338.0]"
2,3488,"[723.5, 665.5]","[599.0, 338.0]"
2,3489,"[724.5, 666.5]","[600.0, 338.0]"
2,3490,"[724.5, 665.5]","[600.0, 338.0]"
2,3491,"[723.5, 665.5]","[600.0, 338.0]"
2,3492,"[723.5, 666.5]","[600.0, 338.0]"
2,3493,"[724.5, 665.5]","[600.0, 337.0]"
2,3494,"[723.5, 666.5]","[600.0, 337.0]"
2,3495,"[724.5, 665.5]","[600.0, 337.0]"
2,3496,"[723.5, 666.5]","[601.0, 337.0]"
2,3497,"[724.5, 665.5]","[601.0, 337.0]"
2,3498,"[723.5, 665.5]","[601.0, 338.0]"
2,3499,"[724.5, 665.5]","[601.0, 338.0]"
2,3500,"[723.5, 665.5]","[601.0, 337.0]"
2,3501,"[724.5, 665.5]","[601.0, 337.0]"
2,3502,"[723.5, 665.5]","[601.0, 337.0]"
2,3503,"[724.5, 665.5]","[601.0, 338.0]"
2,3504,"[723.5, 665.5]","[601.0, 337.0]"
2,3505,"[723.5, 665.5]","[601.0, 337.0]"
2,3506,"[723.5, 665.5]","[601.0, 338.0]"
2,3507,"[723.5, 665.5]","[602.0, 337.0]"
2,3508,"[723.5, 665.5]","[602.0, 337.0]"
2,3509,"[723.5, 665.5]","[602.0, 337.0]"
2,3510,"[724.5, 665.5]","[602.0, 337.0]"
2,3511,"[723.5, 665.5]","[602.0, 337.0]"
2,3512,"[723.5, 664.5]","[602.0, 337.0]"
2,3513,"[722.5, 664.5]","[602.0, 337.0]"
2,3514,"[722.5, 665.5]","[602.0, 337.0]"
2,3515,"[722.5, 664.5]","[602.0, 337.0]"
2,3516,"[721.5, 665.5]","[602.0, 338.0]"
2,3517,"[721.5, 664.5]","[602.0, 337.0]"
2,3518,"[722.5, 665.5]","[602.0, 337.0]"
2,3519,"[721.5, 664.5]","[602.0, 337.0]"
2,3520,"[721.5, 665.5]","[602.0, 337.0]"
2,3521,"[721.5, 664.5]","[603.0, 337.0]"
2,3522,"[721.5, 664.5]","[603.0, 337.0]"
2,3523,"[722.5, 664.5]","[603.0, 337.0]"
2,3524,"[721.5, 664.5]","[603.0, 337.0]"
2,3525,"[721.5, 664.5]","[603.0, 337.0]"
2,3526,"[722.5, 664.5]","[604.0, 337.0]"
2,3527,"[722.5, 664.5]","[604.0, 337.0]"
2,3528,"[721.5, 664.5]","[604.0, 337.0]"
2,3529,"[722.5, 664.5]","[604.0, 337.0]"
2,3530,"[722.5, 664.5]","[604.0, 336.0]"
2,3531,"[722.5, 664.5]","[604.0, 336.0]"
2,3532,"[721.5, 664.5]","[604.0, 336.0]"
2,3533,"[722.5, 664.5]","[605.0, 337.0]"
2,3534,"[722.5, 664.5]","[605.0, 337.0]"
2,3535,"[722.5, 664.5]","[605.0, 336.0]"
2,3536,"[722.5, 664.5]","[605.0, 336.0]"
2,3537,"[722.5, 664.5]","[605.0, 336.0]"
2,3538,"[722.5, 664.5]","[605.0, 336.0]"
2,3539,"[722.5, 664.5]","[605.0, 337.0]"
2,3540,"[722.5, 664.5]","[605.0, 336.0]"
2,3541,"[722.5, 664.5]","[605.0, 336.0]"
2,3542,"[722.5, 664.5]","[605.0, 336.0]"
2,3543,"[722.5, 664.5]","[605.0, 336.0]"
2,3544,"[722.5, 664.5]","[605.0, 336.0]"
2,3545,"[722.5, 664.5]","[605.0, 336.0]"
2,3546,"[722.5, 663.5]","[605.0, 336.0]"
2,3547,"[723.5, 663.5]","[606.0, 336.0]"
2,3548,"[722.5, 664.5]","[606.0, 336.0]"
2,3549,"[722.5, 664.5]","[607.0, 336.0]"
2,3550,"[723.5, 663.5]","[606.0, 336.0]"
2,3551,"[723.5, 663.5]","[606.0, 336.0]"
2,3552,"[723.5, 663.5]","[607.0, 336.0]"
2,3553,"[723.5, 663.5]","[607.0, 336.0]"
2,3554,"[723.5, 664.5]","[607.0, 336.0]"
2,3555,"[723.5, 663.5]","[607.0, 335.0]"
2,3556,"[723.5, 664.5]","[607.0, 336.0]"
2,3557,"[723.5, 663.5]","[607.0, 336.0]"
2,3558,"[723.5, 664.5]","[607.0, 336.0]"
2,3559,"[723.5, 663.5]","[608.0, 336.0]"
2,3560,"[724.5, 664.5]","[608.0, 336.0]"
2,3561,"[723.5, 663.5]","[608.0, 335.0]"
2,3562,"[724.5, 664.5]","[608.0, 335.0]"
2,3563,"[723.5, 663.5]","[608.0, 335.0]"
2,3564,"[724.5, 664.5]","[608.0, 336.0]"
2,3565,"[724.5, 663.5]","[608.0, 335.0]"
2,3566,"[724.5, 663.5]","[608.0, 335.0]"
2,3567,"[724.5, 663.5]","[609.0, 336.0]"
2,3568,"[724.5, 663.5]","[608.0, 335.0]"
2,3569,"[724.5, 663.5]","[608.0, 335.0]"
2,3570,"[724.5, 663.5]","[609.0, 336.0]"
2,3571,"[725.5, 663.5]","[609.0, 335.0]"
2,3572,"[724.5, 663.5]","[609.0, 335.0]"
2,3573,"[724.5, 663.5]","[609.0, 335.0]"
2,3574,"[724.5, 663.5]","[609.0, 335.0]"
2,3575,"[725.5, 663.5]","[609.0, 335.0]"
2,3576,"[724.5, 663.5]","[609.0, 335.0]"
2,3577,"[724.5, 663.5]","[610.0, 335.0]"
2,3578,"[725.5, 663.5]","[610.0, 335.0]"
2,3579,"[725.5, 663.5]","[610.0, 335.0]"
2,3580,"[725.5, 663.5]","[610.0, 335.0]"
2,3581,"[725.5, 663.5]","[610.0, 335.0]"
2,3582,"[725.5, 663.5]","[610.0, 335.0]"
2,3583,"[725.5, 663.5]","[610.0, 334.0]"
2,3584,"[725.5, 663.5]","[611.0, 334.0]"
2,3585,"[726.5, 663.5]","[610.0, 334.0]"
2,3586,"[725.5, 663.5]","[610.0, 335.0]"
2,3587,"[725.5, 663.5]","[610.0, 334.0]"
2,3588,"[726.5, 663.5]","[610.0, 334.0]"
2,3589,"[726.5, 663.5]","[610.0, 335.0]"
2,3590,"[726.5, 663.5]","[611.0, 334.0]"
2,3591,"[726.5, 663.5]","[611.0, 334.0]"
2,3592,"[726.5, 663.5]","[611.0, 334.0]"
2,3593,"[726.5, 663.5]","[612.0, 334.0]"
2,3594,"[726.5, 663.5]","[611.0, 334.0]"
2,3595,"[727.5, 663.5]","[611.0, 334.0]"
2,3596,"[726.5, 663.5]","[611.0, 334.0]"
2,3597,"[726.5, 662.5]","[611.0, 334.0]"
2,3598,"[727.5, 662.5]","[612.0, 334.0]"
2,3599,"[727.5, 662.5]","[612.0, 334.0]"
2,3600,"[727.5, 663.5]","[612.0, 334.0]"
2,3601,"[728.5, 663.5]","[612.0, 334.0]"
2,3602,"[727.5, 663.5]","[612.0, 334.0]"
2,3603,"[728.5, 663.5]","[612.0, 334.0]"
2,3604,"[727.5, 663.5]","[613.0, 334.0]"
2,3605,"[728.5, 663.5]","[613.0, 334.0]"
2,3606,"[728.5, 662.5]","[613.0, 333.0]"
2,3607,"[728.5, 662.5]","[613.0, 333.0]"
2,3608,"[728.5, 663.5]","[613.0, 333.0]"
2,3609,"[728.5, 663.5]","[613.0, 333.0]"
2,3610,"[728.5, 663.5]","[613.0, 334.0]"
2,3611,"[729.5, 663.5]","[614.0, 333.0]"
2,3612,"[726.5, 663.5]","[612.0, 333.0]"
2,3613,"[727.5, 662.5]","[612.0, 333.0]"
2,3614,"[727.5, 662.5]","[613.0, 333.0]"
2,3615,"[727.5, 663.5]","[612.0, 333.0]"
2,3616,"[727.5, 663.5]","[613.0, 333.0]"
2,3617,"[727.5, 663.5]","[613.0, 333.0]"
2,3618,"[727.5, 663.5]","[613.0, 333.0]"
2,3619,"[727.5, 662.5]","[613.0, 333.0]"
2,3620,"[727.5, 662.5]","[613.0, 333.0]"
2,3621,"[727.5, 663.5]","[613.0, 332.0]"
2,3622,"[727.5, 663.5]","[613.0, 332.0]"
2,3623,"[728.5, 662.5]","[612.5, 332.0]"
2,3624,"[727.5, 662.5]","[613.5, 332.0]"
2,3625,"[727.5, 663.5]","[613.5, 333.0]"
2,3626,"[727.5, 663.5]","[613.5, 333.0]"
2,3627,"[728.5, 663.5]","[613.5, 332.0]"
2,3628,"[728.5, 663.5]","[614.5, 333.0]"
2,3629,"[727.5, 663.5]","[613.5, 332.0]"
2,3630,"[727.5, 662.5]","[613.5, 332.0]"
2,3631,"[728.5, 662.5]","[614.5, 333.0]"
2,3632,"[727.5, 662.5]","[614.5, 332.0]"
2,3633,"[728.5, 662.5]","[614.5, 333.0]"
2,3634,"[727.5, 662.5]","[614.5, 332.0]"
2,3635,"[728.5, 663.5]","[614.5, 332.0]"
2,3636,"[728.5, 663.5]","[614.5, 332.0]"
2,3637,"[728.5, 663.5]","[615.5, 332.0]"
2,3638,"[728.5, 662.5]","[614.5, 332.0]"
2,3639,"[728.5, 662.5]","[615.5, 332.0]"
2,3640,"[728.5, 663.5]","[615.5, 332.0]"
2,3641,"[728.5, 663.5]","[615.5, 331.0]"
2,3642,"[728.5, 663.5]","[615.5, 331.0]"
2,3643,"[728.5, 662.5]","[615.5, 331.0]"
2,3644,"[728.5, 662.5]","[615.5, 331.0]"
2,3645,"[728.5, 663.5]","[615.5, 332.0]"
2,3646,"[728.5, 663.5]","[616.5, 332.0]"
2,3647,"[728.5, 663.5]","[615.5, 332.0]"
2,3648,"[728.5, 663.5]","[616.5, 331.0]"
2,3649,"[728.5, 662.5]","[616.5, 331.0]"
2,3650,"[728.5, 662.5]","[616.5, 332.0]"
2,3651,"[728.5, 662.5]","[616.5, 331.0]"
2,3652,"[728.5, 663.5]","[616.5, 331.0]"
2,3653,"[728.5, 663.5]","[616.5, 332.0]"
