TimeStep,KilobotID,X,Y,Theta
0,0,536,627,5.39
0,1,916,30,3.63
0,2,856,616,3.14
0,3,865,286,4.39
0,4,100,658,2.96
0,5,651,462,1.29
0,6,302,661,0.4
0,7,629,557,4.15
0,8,261,387,4.48
0,9,837,564,4.14
0,10,710,258,1.16
0,11,208,243,3.49
0,12,936,206,1.78
0,13,422,784,4.82
0,14,67,49,4.1
0,15,70,521,3.06
0,16,15,444,3.94
0,17,440,713,0.34
0,18,510,778,3.89
0,19,835,380,1.67
0,20,721,478,0.26
0,21,930,102,3.74
0,22,584,100,0.67
0,23,29,619,4.38
0,24,854,207,3.39
0,25,720,746,2.75
0,26,214,92,1.32
0,27,184,763,1.47
0,28,619,617,0.66
0,29,900,433,3.93
0,30,243,585,1.14
0,31,122,33,4.64
0,32,574,25,4.8
0,33,578,325,2.16
0,34,987,75,3.59
0,35,93,642,1.78
0,36,557,575,3.74
0,37,318,630,6.14
0,38,790,36,0.99
0,39,542,455,4.15
0,40,615,202,3.11
0,41,100,141,2.87
0,42,829,145,4.6
0,43,808,442,1.07
0,44,185,326,5.95
0,45,80,103,2.0
0,46,247,165,2.2
0,47,23,778,2.35
0,48,67,125,1.3
0,49,353,35,2.18
6,0,548,612,5.39
6,1,898,20,3.63
6,2,836,616,3.14
6,3,858,267,4.39
6,4,81,662,2.96
6,5,657,481,1.29
6,6,320,669,0.4
6,7,618,540,4.15
6,8,256,368,4.48
6,9,827,547,4.14
6,10,718,276,1.16
6,11,189,237,3.49
6,12,932,226,1.78
6,13,424,764,4.82
6,14,55,33,4.1
6,15,50,522,3.06
6,16,1,430,3.94
6,17,459,720,0.34
6,18,496,765,3.89
6,19,833,400,1.67
6,20,741,483,0.26
6,21,913,91,3.74
6,22,600,113,0.67
6,23,22,600,4.38
6,24,835,202,3.39
6,25,701,754,2.75
6,26,219,111,1.32
6,27,186,783,1.47
6,28,634,629,0.66
6,29,886,419,3.93
6,30,252,603,1.14
6,31,121,13,4.64
6,32,575,5,4.8
6,33,567,342,2.16
6,34,969,67,3.59
6,35,89,662,1.78
6,36,540,563,3.74
6,37,338,627,6.14
6,38,801,53,0.99
6,39,531,438,4.15
6,40,595,203,3.11
6,41,80,146,2.87
6,42,826,125,4.6
6,43,818,459,1.07
6,44,204,320,5.95
6,45,72,121,2.0
6,46,235,182,2.2
6,47,9,792,2.35
6,48,73,144,1.3
6,49,341,52,2.18
12,0,561,596,5.39
12,1,881,11,3.63
12,2,816,616,3.14
12,3,852,248,4.39
12,4,61,666,2.96
12,5,662,501,1.29
12,6,339,677,0.4
12,7,608,523,4.15
12,8,252,348,4.48
12,9,816,530,4.14
12,10,726,294,1.16
12,11,170,230,3.49
12,12,928,245,1.78
12,13,426,745,4.82
12,14,44,16,4.1
12,15,30,524,3.06
12,16,987,416,3.94
12,17,478,726,0.34
12,18,481,751,3.89
12,19,831,420,1.67
12,20,760,488,0.26
12,21,897,80,3.74
12,22,616,125,0.67
12,23,15,581,4.38
12,24,815,197,3.39
12,25,683,762,2.75
12,26,224,130,1.32
12,27,188,3,1.47
12,28,650,641,0.66
12,29,872,404,3.93
12,30,260,621,1.14
12,31,119,793,4.64
12,32,577,785,4.8
12,33,556,358,2.16
12,34,951,58,3.59
12,35,85,681,1.78
12,36,524,552,3.74
12,37,357,624,6.14
12,38,812,70,0.99
12,39,520,421,4.15
12,40,575,203,3.11
12,41,61,151,2.87
12,42,824,105,4.6
12,43,827,477,1.07
12,44,223,313,5.95
12,45,64,139,2.0
12,46,224,198,2.2
12,47,995,6,2.35
12,48,78,164,1.3
12,49,330,68,2.18
18,0,574,581,5.39
18,1,863,1,3.63
18,2,796,616,3.14
18,3,846,229,4.39
18,4,41,669,2.96
18,5,668,520,1.29
18,6,357,685,0.4
18,7,597,506,4.15
18,8,247,329,4.48
18,9,805,513,4.14
18,10,734,313,1.16
18,11,151,223,3.49
18,12,924,265,1.78
18,13,428,725,4.82
18,14,32,0,4.1
18,15,10,526,3.06
18,16,973,402,3.94
18,17,497,733,0.34
18,18,466,738,3.89
18,19,829,440,1.67
18,20,779,493,0.26
18,21,880,68,3.74
18,22,631,138,0.67
18,23,9,562,4.38
18,24,796,192,3.39
18,25,664,769,2.75
18,26,229,150,1.32
18,27,190,22,1.47
18,28,666,654,0.66
18,29,858,390,3.93
18,30,269,639,1.14
18,31,118,773,4.64
18,32,579,766,4.8
18,33,545,375,2.16
18,34,933,49,3.59
18,35,81,701,1.78
18,36,507,541,3.74
18,37,377,621,6.14
18,38,823,86,0.99
18,39,510,404,4.15
18,40,555,204,3.11
18,41,42,157,2.87
18,42,822,85,4.6
18,43,837,495,1.07
18,44,242,307,5.95
18,45,55,157,2.0
18,46,212,214,2.2
18,47,981,21,2.35
18,48,83,183,1.3
18,49,318,84,2.18
24,0,586,565,5.39
24,1,845,792,3.63
24,2,776,617,3.14
24,3,840,210,4.39
24,4,22,673,2.96
24,5,673,539,1.29
24,6,375,692,0.4
24,7,587,489,4.15
24,8,242,309,4.48
24,9,794,496,4.14
24,10,742,331,1.16
24,11,133,216,3.49
24,12,920,285,1.78
24,13,430,705,4.82
24,14,21,784,4.1
24,15,990,527,3.06
24,16,959,387,3.94
24,17,515,740,0.34
24,18,451,724,3.89
24,19,827,460,1.67
24,20,799,499,0.26
24,21,864,57,3.74
24,22,647,150,0.67
24,23,2,543,4.38
24,24,776,187,3.39
24,25,646,777,2.75
24,26,234,169,1.32
24,27,192,42,1.47
24,28,682,666,0.66
24,29,844,376,3.93
24,30,277,657,1.14
24,31,116,753,4.64
24,32,581,746,4.8
24,33,534,392,2.16
24,34,915,41,3.59
24,35,76,720,1.78
24,36,491,529,3.74
24,37,397,618,6.14
24,38,834,103,0.99
24,39,499,387,4.15
24,40,535,205,3.11
24,41,23,162,2.87
24,42,820,65,4.6
24,43,847,512,1.07
24,44,261,300,5.95
24,45,47,176,2.0
24,46,200,230,2.2
24,47,967,35,2.35
24,48,88,202,1.3
24,49,307,101,2.18
30,0,599,550,5.39
30,1,834,785,1.12
30,2,756,617,3.14
30,3,833,191,4.39
30,4,2,677,2.96
30,5,679,558,1.29
30,6,394,700,0.4
30,7,576,472,4.15
30,8,242,306,1.22
30,9,783,479,4.14
30,10,750,349,1.16
30,11,114,209,3.49
30,12,915,304,1.78
30,13,432,685,4.82
30,14,9,767,4.1
30,15,970,529,3.06
30,16,945,373,3.94
30,17,534,746,0.34
30,18,437,711,3.89
30,19,825,479,1.67
30,20,818,504,0.26
30,21,847,46,3.74
30,22,663,162,0.67
30,23,996,524,4.38
30,24,757,182,3.39
30,25,628,785,2.75
30,26,239,188,1.32
30,27,194,62,1.47
30,28,697,678,0.66
30,29,830,362,3.93
30,30,286,675,1.14
30,31,115,733,4.64
30,32,582,726,4.8
30,33,523,408,2.16
30,34,897,32,3.59
30,35,72,740,1.78
30,36,474,518,3.74
30,37,417,615,6.14
30,38,845,120,0.99
30,39,488,371,4.15
30,40,515,205,3.11
30,41,3,167,2.87
30,42,817,45,4.6
30,43,856,530,1.07
30,44,280,294,5.95
30,45,38,194,2.0
30,46,189,247,2.2
30,47,953,49,2.35
30,48,94,221,1.3
30,49,295,117,2.18
36,0,611,534,5.39
36,1,834,785,1.12
36,2,736,617,3.14
36,3,827,172,4.39
36,4,982,680,2.96
36,5,684,577,1.29
36,6,412,708,0.4
36,7,565,455,4.15
36,8,242,306,1.22
36,9,773,463,4.14
36,10,758,368,1.16
36,11,95,202,3.49
36,12,911,324,1.78
36,13,434,665,4.82
36,14,998,751,4.1
36,15,950,531,3.06
36,16,931,359,3.94
36,17,553,753,0.34
36,18,422,697,3.89
36,19,824,499,1.67
36,20,837,509,0.26
36,21,831,35,3.74
36,22,679,175,0.67
36,23,989,505,4.38
36,24,738,177,3.39
36,25,609,793,2.75
36,26,244,208,1.32
36,27,196,82,1.47
36,28,713,691,0.66
36,29,816,348,3.93
36,30,294,693,1.14
36,31,113,713,4.64
36,32,584,712,3.03
36,33,511,425,2.16
36,34,879,23,3.59
36,35,68,760,1.78
36,36,458,507,3.74
36,37,436,612,6.14
36,38,856,136,0.99
36,39,477,354,4.15
36,40,495,206,3.11
36,41,984,173,2.87
36,42,815,25,4.6
36,43,866,547,1.07
36,44,299,287,5.95
36,45,30,212,2.0
36,46,177,263,2.2
36,47,939,63,2.35
36,48,95,225,1.52
36,49,284,133,2.18
42,0,624,519,5.39
42,1,834,785,1.12
42,2,716,617,3.14
42,3,821,153,4.39
42,4,963,684,2.96
42,5,690,597,1.29
42,6,431,716,0.4
42,7,555,438,4.15
42,8,242,306,1.22
42,9,762,446,4.14
42,10,766,386,1.16
42,11,76,196,3.49
42,12,907,343,1.78
42,13,435,658,5.22
42,14,986,735,4.1
42,15,930,532,3.06
42,16,917,345,3.94
42,17,572,760,0.34
42,18,407,683,3.89
42,19,822,519,1.67
42,20,857,514,0.26
42,21,814,23,3.74
42,22,694,187,0.67
42,23,983,486,4.38
42,24,718,172,3.39
42,25,591,0,2.75
42,26,249,227,1.32
42,27,198,102,1.47
42,28,729,703,0.66
42,29,802,333,3.93
42,30,302,712,1.14
42,31,112,693,4.64
42,32,584,712,3.03
42,33,500,441,2.16
42,34,861,15,3.59
42,35,64,779,1.78
42,36,441,495,3.74
42,37,456,609,6.14
42,38,867,153,0.99
42,39,467,337,4.15
42,40,475,207,3.11
42,41,965,178,2.87
42,42,813,6,4.6
42,43,876,565,1.07
42,44,318,281,5.95
42,45,22,230,2.0
42,46,165,279,2.2
42,47,925,78,2.35
42,48,95,225,1.52
42,49,272,150,2.18
48,0,636,503,5.39
48,1,834,785,1.12
48,2,696,617,3.14
48,3,815,134,4.39
48,4,943,687,2.96
48,5,695,616,1.29
48,6,449,723,0.4
48,7,544,422,4.15
48,8,242,306,1.22
48,9,751,429,4.14
48,10,774,404,1.16
48,11,57,189,3.49
48,12,903,363,1.78
48,13,435,658,5.22
48,14,975,718,4.1
48,15,910,534,3.06
48,16,903,330,3.94
48,17,591,766,0.34
48,18,393,670,3.89
48,19,820,539,1.67
48,20,876,520,0.26
48,21,808,20,5.73
48,22,710,200,0.67
48,23,976,468,4.38
48,24,709,169,4.03
48,25,572,8,2.75
48,26,254,247,1.32
48,27,200,122,1.47
48,28,745,715,0.66
48,29,788,319,3.93
48,30,311,730,1.14
48,31,110,674,4.64
48,32,584,712,3.03
48,33,489,458,2.16
48,34,843,6,3.59
48,35,60,799,1.78
48,36,425,484,3.74
48,37,476,606,6.14
48,38,878,170,0.99
48,39,456,320,4.15
48,40,455,207,3.11
48,41,946,184,2.87
48,42,811,786,4.57
48,43,885,582,1.07
48,44,337,274,5.95
48,45,13,248,2.0
48,46,153,295,2.2
48,47,911,92,2.35
48,48,95,225,1.52
48,49,261,166,2.18
54,0,649,487,5.39
54,1,834,785,1.12
54,2,676,617,3.14
54,3,808,115,4.39
54,4,923,691,2.96
54,5,701,635,1.29
54,6,468,731,0.4
54,7,534,405,4.15
54,8,242,306,1.22
54,9,740,412,4.14
54,10,782,423,1.16
54,11,39,182,3.49
54,12,899,382,1.78
54,13,435,658,5.22
54,14,963,702,4.1
54,15,890,536,3.06
54,16,889,316,3.94
54,17,610,773,0.34
54,18,378,656,3.89
54,19,818,559,1.67
54,20,895,525,0.26
54,21,808,20,5.73
54,22,726,212,0.67
54,23,969,449,4.38
54,24,709,169,4.03
54,25,554,16,2.75
54,26,259,266,1.32
54,27,202,142,1.47
54,28,760,728,0.66
54,29,774,305,3.93
54,30,319,748,1.14
54,31,109,654,4.64
54,32,584,712,3.03
54,33,480,472,5.88
54,34,825,797,3.59
54,35,56,18,1.78
54,36,409,473,3.74
54,37,496,604,6.14
54,38,889,187,0.99
54,39,445,303,4.15
54,40,435,208,3.11
54,41,926,189,2.87
54,42,811,786,4.57
54,43,895,600,1.07
54,44,355,268,5.95
54,45,5,266,2.0
54,46,142,311,2.2
54,47,897,106,2.35
54,48,95,225,1.52
54,49,249,183,2.18
60,0,662,472,5.39
60,1,837,791,1.12
60,2,656,617,3.14
60,3,802,96,4.39
60,4,904,695,2.96
60,5,707,654,1.29
60,6,486,739,0.4
60,7,523,388,4.15
60,8,247,322,1.22
60,9,737,406,4.71
60,10,790,441,1.16
60,11,20,175,3.49
60,12,895,402,1.78
60,13,435,658,5.22
60,14,951,686,4.1
60,15,877,537,6.12
60,16,875,302,3.94
60,17,629,780,0.34
60,18,363,643,3.89
60,19,816,579,1.67
60,20,914,530,5.5
60,21,808,20,5.73
60,22,741,224,0.67
60,23,963,430,4.38
60,24,709,169,4.03
60,25,535,23,2.75
60,26,264,285,1.32
60,27,204,162,1.47
60,28,776,740,0.66
60,29,760,291,3.93
60,30,328,766,1.14
60,31,107,634,4.64
60,32,584,712,3.03
60,33,480,472,5.88
60,34,807,788,3.59
60,35,52,38,1.78
60,36,392,461,3.74
60,37,516,601,6.14
60,38,900,203,0.99
60,39,434,286,4.15
60,40,415,209,3.11
60,41,907,194,2.87
60,42,811,786,4.57
60,43,904,617,1.07
60,44,374,261,5.95
60,45,997,285,2.0
60,46,130,328,2.2
60,47,883,120,2.35
60,48,95,225,1.52
60,49,238,199,2.18
66,0,664,469,1.92
66,1,845,9,1.12
66,2,636,617,3.14
66,3,796,77,4.39
66,4,884,698,2.96
66,5,712,673,1.29
66,6,505,746,0.4
66,7,512,371,4.15
66,8,254,341,1.22
66,9,737,406,4.71
66,10,798,459,1.16
66,11,1,168,3.49
66,12,891,422,1.78
66,13,435,658,5.22
66,14,940,669,4.1
66,15,877,537,6.12
66,16,861,287,3.94
66,17,647,786,0.34
66,18,348,629,3.89
66,19,814,599,1.67
66,20,914,530,5.5
66,21,808,20,5.73
66,22,757,237,0.67
66,23,956,411,4.38
66,24,709,169,4.03
66,25,517,31,2.75
66,26,269,305,1.32
66,27,206,182,1.47
66,28,792,752,0.66
66,29,746,276,3.93
66,30,336,784,1.14
66,31,106,614,4.64
66,32,577,713,3.03
66,33,480,472,5.88
66,34,789,780,3.59
66,35,48,57,1.78
66,36,376,450,3.74
66,37,535,598,6.14
66,38,911,220,0.99
66,39,424,269,4.15
66,40,405,209,5.09
66,41,888,200,2.87
66,42,811,786,4.57
66,43,914,635,1.07
66,44,393,255,5.95
66,45,988,303,2.0
66,46,118,344,2.2
66,47,869,135,2.35
66,48,96,241,1.52
66,49,226,215,2.18
72,0,664,469,1.92
72,1,854,27,1.12
72,2,616,617,3.14
72,3,790,58,4.39
72,4,864,702,2.96
72,5,718,693,1.29
72,6,523,754,0.4
72,7,502,354,4.15
72,8,261,359,1.22
72,9,737,406,4.71
72,10,806,478,1.16
72,11,982,161,3.49
72,12,887,441,1.78
72,13,442,647,5.22
72,14,928,653,4.1
72,15,877,537,6.12
72,16,847,273,3.94
72,17,666,793,0.34
72,18,334,616,3.89
72,19,812,619,1.67
72,20,914,530,5.5
72,21,808,20,5.73
72,22,773,249,0.67
72,23,950,392,4.38
72,24,709,169,4.03
72,25,498,39,2.75
72,26,274,324,1.32
72,27,208,202,1.47
72,28,808,765,0.66
72,29,732,262,3.93
72,30,345,2,1.14
72,31,104,594,4.64
72,32,557,715,3.03
72,33,480,472,5.88
72,34,771,771,3.59
72,35,43,77,1.78
72,36,359,439,3.74
72,37,555,595,6.14
72,38,922,237,0.99
72,39,413,252,4.15
72,40,405,209,5.09
72,41,868,205,2.87
72,42,811,786,4.57
72,43,917,641,0.83
72,44,412,248,5.95
72,45,980,321,2.0
72,46,111,355,2.24
72,47,855,149,2.35
72,48,97,261,1.52
72,49,215,232,2.18
78,0,664,469,1.92
78,1,863,45,1.12
78,2,596,617,3.14
78,3,783,39,4.39
78,4,844,705,2.96
78,5,723,712,1.29
78,6,542,762,0.4
78,7,491,337,4.15
78,8,268,378,1.22
78,9,737,406,4.71
78,10,814,496,1.16
78,11,963,155,3.49
78,12,883,461,1.78
78,13,451,629,5.22
78,14,917,637,4.1
78,15,877,537,6.12
78,16,833,259,3.94
78,17,685,0,0.34
78,18,319,602,3.89
78,19,810,639,1.67
78,20,914,530,5.5
78,21,820,13,5.73
78,22,788,262,0.23
78,23,943,373,4.38
78,24,702,162,4.03
78,25,480,46,2.75
78,26,279,343,1.32
78,27,211,221,1.47
78,28,823,777,0.66
78,29,718,248,3.93
78,30,353,20,1.14
78,31,103,574,3.1
78,32,537,718,3.03
78,33,480,472,5.88
78,34,753,762,3.59
78,35,39,97,1.78
78,36,343,427,3.74
78,37,575,592,3.62
78,38,933,253,0.99
78,39,402,236,4.15
78,40,405,209,5.09
78,41,849,210,2.87
78,42,811,786,4.57
78,43,917,641,0.83
78,44,431,242,1.9
78,45,972,339,2.0
78,46,111,355,2.24
78,47,841,163,2.35
78,48,98,281,1.52
78,49,203,248,2.18
84,0,664,469,1.92
84,1,871,63,1.12
84,2,576,617,3.14
84,3,777,20,4.39
84,4,825,709,2.96
84,5,729,731,1.29
84,6,560,770,0.4
84,7,480,320,4.15
84,8,275,397,1.22
84,9,737,406,4.71
84,10,822,514,1.16
84,11,945,148,3.49
84,12,879,480,1.78
84,13,461,612,5.22
84,14,905,620,4.1
84,15,877,537,6.12
84,16,819,245,3.94
84,17,691,2,5.74
84,18,304,589,3.89
84,19,808,659,1.67
84,20,914,530,5.5
84,21,837,2,5.73
84,22,788,262,0.23
84,23,937,354,4.38
84,24,690,146,4.03
84,25,461,54,2.75
84,26,284,363,1.32
84,27,213,241,1.47
84,28,839,790,0.66
84,29,704,234,3.93
84,30,361,39,1.14
84,31,103,574,3.1
84,32,517,720,3.03
84,33,483,470,5.88
84,34,735,754,3.59
84,35,35,116,1.78
84,36,326,416,3.74
84,37,575,592,3.62
84,38,944,270,0.99
84,39,392,219,4.15
84,40,405,209,5.09
84,41,830,216,2.87
84,42,808,766,4.57
84,43,917,641,0.83
84,44,431,242,1.9
84,45,963,357,2.0
84,46,111,355,2.24
84,47,827,177,2.35
84,48,99,301,1.52
84,49,192,264,2.18
90,0,664,469,1.92
90,1,880,82,1.12
90,2,556,617,3.14
90,3,771,1,4.39
90,4,805,713,2.96
90,5,734,750,1.29
90,6,578,777,0.4
90,7,470,303,4.15
90,8,282,416,1.22
90,9,737,393,4.71
90,10,830,533,1.16
90,11,926,141,3.49
90,12,874,500,1.78
90,13,471,594,5.22
90,14,903,618,5.27
90,15,883,536,6.12
90,16,805,230,3.94
90,17,691,2,5.74
90,18,290,575,3.89
90,19,806,679,1.67
90,20,914,530,5.5
90,21,854,792,5.73
90,22,788,262,0.23
90,23,930,335,4.38
90,24,677,131,4.03
90,25,443,62,2.75
90,26,289,382,1.32
90,27,215,261,1.47
90,28,855,2,0.66
90,29,689,219,3.93
90,30,370,57,1.14
90,31,103,574,3.1
90,32,498,722,3.03
90,33,501,463,5.88
90,34,717,745,3.59
90,35,31,136,1.78
90,36,310,405,3.74
90,37,575,592,3.62
90,38,955,287,0.99
90,39,390,216,5.77
90,40,405,209,5.09
90,41,811,221,2.87
90,42,805,746,4.57
90,43,917,641,0.83
90,44,431,242,1.9
90,45,955,376,2.0
90,46,111,355,2.24
90,47,813,192,2.35
90,48,100,321,1.52
90,49,180,281,2.18
96,0,658,485,1.92
96,1,889,100,1.12
96,2,536,617,3.14
96,3,765,782,4.39
96,4,785,716,2.96
96,5,740,770,1.29
96,6,597,785,0.4
96,7,459,286,4.15
96,8,288,435,1.22
96,9,737,373,4.71
96,10,838,551,1.16
96,11,907,134,3.49
96,12,870,519,1.78
96,13,481,577,5.22
96,14,903,618,5.27
96,15,903,533,6.12
96,16,791,216,3.94
96,17,691,2,5.74
96,18,275,562,3.89
96,19,804,698,1.67
96,20,929,516,5.5
96,21,871,782,5.24
96,22,788,262,0.23
96,23,924,316,4.38
96,24,665,115,4.03
96,25,425,70,2.75
96,26,294,402,1.32
96,27,217,281,1.47
96,28,870,14,0.66
96,29,685,215,4.37
96,30,378,75,1.14
96,31,103,574,3.1
96,32,478,725,3.03
96,33,520,455,5.88
96,34,699,736,3.59
96,35,27,155,1.78
96,36,293,393,3.74
96,37,575,592,3.62
96,38,966,304,0.99
96,39,390,216,5.77
96,40,409,200,5.09
96,41,791,226,2.87
96,42,802,726,4.57
96,43,917,641,0.83
96,44,431,242,1.9
96,45,947,394,2.0
96,46,111,355,2.24
96,47,803,201,1.93
96,48,101,341,1.52
96,49,169,297,2.18
102,0,651,504,1.92
102,1,897,118,1.12
102,2,516,617,3.14
102,3,758,763,4.39
102,4,766,720,2.96
102,5,745,789,1.29
102,6,615,793,0.4
102,7,449,269,4.15
102,8,295,453,1.22
102,9,737,353,4.71
102,10,846,569,1.16
102,11,888,127,3.49
102,12,866,539,1.78
102,13,491,559,5.22
102,14,903,618,5.27
102,15,923,530,6.12
102,16,777,202,3.94
102,17,691,2,5.74
102,18,260,548,3.89
102,19,802,718,1.67
102,20,943,502,5.5
102,21,871,782,5.24
102,22,788,262,0.23
102,23,919,304,6.13
102,24,652,100,4.03
102,25,421,71,4.24
102,26,297,414,3.11
102,27,219,301,1.47
102,28,886,27,0.66
102,29,685,215,4.37
102,30,387,93,1.14
102,31,103,574,3.1
102,32,458,727,3.03
102,33,538,447,5.88
102,34,681,728,3.59
102,35,25,165,1.5
102,36,277,382,3.74
102,37,575,592,3.62
102,38,977,320,0.99
102,39,390,216,5.77
102,40,416,181,5.09
102,41,772,232,2.87
102,42,800,706,4.57
102,43,926,650,0.83
102,44,431,242,1.9
102,45,938,412,2.0
102,46,106,360,2.24
102,47,803,201,1.93
102,48,102,361,1.52
102,49,167,300,6.2
108,0,645,523,1.92
108,1,906,136,1.12
108,2,496,617,3.14
108,3,756,756,1.14
108,4,746,724,2.96
108,5,751,8,1.29
108,6,634,1,0.4
108,7,447,266,1.9
108,8,302,472,1.22
108,9,737,333,4.71
108,10,854,588,1.16
108,11,869,120,3.49
108,12,862,559,1.78
108,13,500,542,5.22
108,14,903,618,5.27
108,15,943,526,6.12
108,16,763,187,3.94
108,17,691,2,5.74
108,18,245,534,3.89
108,19,800,738,1.67
108,20,957,488,5.5
108,21,871,782,5.24
108,22,788,262,0.23
108,23,919,304,6.13
108,24,639,84,4.03
108,25,421,71,4.24
108,26,297,414,3.11
108,27,221,321,1.47
108,28,902,39,0.66
108,29,685,215,4.37
108,30,395,111,1.14
108,31,103,574,3.1
108,32,438,729,3.03
108,33,557,439,5.88
108,34,663,719,3.59
108,35,25,165,1.5
108,36,266,375,3.43
108,37,575,592,3.62
108,38,988,337,0.99
108,39,390,216,5.77
108,40,423,162,5.09
108,41,762,235,5.14
108,42,797,687,4.57
108,43,940,665,0.83
108,44,431,242,1.9
108,45,930,430,2.0
108,46,94,375,2.24
108,47,803,201,1.93
108,48,103,381,1.52
108,49,167,300,6.2
114,0,638,542,1.92
114,1,914,154,1.12
114,2,476,617,3.14
114,3,756,756,1.14
114,4,726,727,2.96
114,5,756,27,1.29
114,6,652,8,0.4
114,7,447,266,1.9
114,8,309,491,1.22
114,9,737,313,4.71
114,10,862,606,1.16
114,11,851,114,3.49
114,12,858,578,1.78
114,13,510,525,5.22
114,14,903,618,5.27
114,15,962,523,6.12
114,16,749,173,3.94
114,17,703,795,5.74
114,18,231,521,3.89
114,19,799,748,2.19
114,20,971,474,0.26
114,21,871,782,5.24
114,22,808,266,0.23
114,23,919,304,6.13
114,24,627,69,4.03
114,25,421,71,4.24
114,26,297,414,3.11
114,27,223,341,1.47
114,28,918,51,0.66
114,29,685,215,4.37
114,30,401,123,2.49
114,31,83,575,3.1
114,32,431,730,0.55
114,33,575,431,5.88
114,34,645,710,3.59
114,35,25,165,1.5
114,36,266,375,3.43
114,37,557,583,3.62
114,38,999,354,0.99
114,39,390,216,5.77
114,40,430,144,5.09
114,41,762,235,5.14
114,42,794,667,4.57
114,43,953,680,0.83
114,44,425,261,1.9
114,45,922,448,2.0
114,46,81,391,2.24
114,47,803,201,1.93
114,48,104,401,1.52
114,49,167,300,6.2
120,0,631,560,1.92
120,1,923,172,1.12
120,2,456,617,3.14
120,3,756,756,1.14
120,4,707,731,2.96
120,5,762,46,1.29
120,6,671,16,0.4
120,7,447,266,1.9
120,8,316,510,1.22
120,9,737,293,4.71
120,10,870,624,1.16
120,11,832,107,3.49
120,12,855,591,1.55
120,13,520,507,5.22
120,14,912,604,5.27
120,15,982,520,6.12
120,16,735,159,3.94
120,17,720,785,5.74
120,18,216,507,3.89
120,19,799,748,2.19
120,20,971,474,0.26
120,21,871,782,5.24
120,22,827,271,0.23
120,23,919,304,6.13
120,24,614,53,4.03
120,25,421,71,4.24
120,26,297,414,3.11
120,27,225,361,1.47
120,28,933,64,0.66
120,29,685,215,4.37
120,30,401,123,2.49
120,31,63,576,3.1
120,32,431,730,0.55
120,33,593,423,5.88
120,34,627,702,3.59
120,35,25,165,1.5
120,36,266,375,3.43
120,37,539,574,3.62
120,38,10,371,0.99
120,39,404,208,5.77
120,40,438,125,5.09
120,41,762,235,5.14
120,42,791,647,4.57
120,43,967,695,0.83
120,44,418,280,1.9
120,45,913,466,2.0
120,46,69,407,2.24
120,47,803,201,1.93
120,48,105,421,1.52
120,49,167,300,6.2
126,0,624,579,1.92
126,1,932,190,1.12
126,2,436,617,3.14
126,3,756,756,1.14
126,4,687,734,2.96
126,5,768,66,1.29
126,6,689,24,0.4
126,7,447,266,1.9
126,8,323,528,1.22
126,9,737,273,4.71
126,10,878,643,1.16
126,11,813,100,3.49
126,12,855,591,1.55
126,13,530,490,5.22
126,14,923,586,5.27
126,15,2,517,6.12
126,16,721,145,3.94
126,17,737,774,5.74
126,18,201,494,3.89
126,19,799,748,2.19
126,20,971,474,0.26
126,21,871,782,5.24
126,22,847,275,0.23
126,23,919,304,6.13
126,24,601,37,4.03
126,25,421,71,4.24
126,26,297,414,3.11
126,27,227,381,1.47
126,28,949,76,0.66
126,29,680,202,4.37
126,30,401,123,2.49
126,31,43,577,3.1
126,32,431,730,0.55
126,33,612,416,5.88
126,34,609,693,3.59
126,35,25,165,1.5
126,36,266,375,3.43
126,37,522,565,3.62
126,38,21,387,0.99
126,39,422,198,5.77
126,40,445,106,5.09
126,41,762,235,5.14
126,42,789,627,4.57
126,43,980,709,0.83
126,44,412,299,1.9
126,45,905,485,2.0
126,46,57,422,2.24
126,47,801,207,1.93
126,48,106,441,1.52
126,49,167,300,6.2
132,0,618,598,1.92
132,1,940,208,1.12
132,2,416,617,3.14
132,3,756,756,1.14
132,4,667,738,2.96
132,5,773,85,1.29
132,6,708,31,0.4
132,7,447,266,1.9
132,8,330,547,1.22
132,9,737,253,4.71
132,10,886,661,1.16
132,11,794,93,3.49
132,12,855,591,1.55
132,13,539,472,5.22
132,14,933,569,5.27
132,15,22,514,6.12
132,16,707,130,3.94
132,17,754,764,5.74
132,18,187,480,3.89
132,19,799,748,2.19
132,20,971,474,0.26
132,21,881,764,5.24
132,22,866,280,0.23
132,23,926,303,6.13
132,24,599,35,3.86
132,25,414,56,4.24
132,26,290,415,3.11
132,27,229,401,1.47
132,28,965,88,0.66
132,29,674,183,4.37
132,30,401,123,2.49
132,31,23,578,3.1
132,32,431,730,0.55
132,33,630,408,5.88
132,34,591,684,3.59
132,35,26,175,1.5
132,36,266,375,3.43
132,37,504,555,3.62
132,38,32,404,0.99
132,39,439,188,5.77
132,40,452,88,5.09
132,41,762,235,5.14
132,42,786,607,4.57
132,43,994,724,0.83
132,44,405,318,1.9
132,45,897,503,2.0
132,46,44,438,2.24
132,47,794,226,1.93
132,48,107,461,1.52
132,49,183,298,6.2
138,0,611,617,1.92
138,1,949,226,1.12
138,2,396,617,3.14
138,3,762,768,1.14
138,4,648,742,2.96
138,5,779,104,1.29
138,6,726,39,0.4
138,7,441,282,1.9
138,8,336,566,1.22
138,9,737,233,4.71
138,10,894,679,1.16
138,11,775,86,3.49
138,12,855,591,1.55
138,13,549,455,5.22
