TimeStep,KilobotID,X,Y,Theta
288,10,799,55,3.05
288,11,884,17,5.25
288,12,848,66,4.08
288,13,577,203,3.06
288,14,964,441,2.34
288,15,245,508,4.89
288,16,459,689,1.44
288,17,650,669,3.51
288,18,202,582,4.04
288,19,596,237,5.2
288,20,873,679,2.35
288,21,0,589,1.41
288,22,99,380,5.52
288,23,251,330,0.99
288,24,316,573,3.98
288,25,443,33,6.1
288,26,237,497,5.87
288,27,255,426,5.82
288,28,26,29,0.84
288,29,634,723,0.4
288,30,283,195,4.46
288,31,685,656,2.25
288,32,747,31,4.85
288,33,607,621,1.55
288,34,294,517,5.48
288,35,92,257,0.43
288,36,917,272,2.91
288,37,228,558,0.7
288,38,910,696,1.79
288,39,661,14,6.18
288,40,604,687,0.38
288,41,4,194,5.4
288,42,749,320,1.34
288,43,797,112,2.63
288,44,427,380,1.98
288,45,967,466,2.22
288,46,23,593,4.56
288,47,636,474,3.14
288,48,136,456,2.87
288,49,408,380,0.92
294,0,405,479,4.07
294,1,189,64,6.22
294,2,440,497,2.02
294,3,907,168,5.82
294,4,590,520,0.71
294,5,933,321,5.89
294,6,788,289,4.85
294,7,401,627,2.59
294,8,467,110,0.35
294,9,761,79,1.72
294,10,780,57,3.05
294,11,894,0,5.25
294,12,837,50,4.08
294,13,571,204,3.06
294,14,951,456,2.34
294,15,249,488,4.89
294,16,462,709,1.44
294,17,631,662,3.51
294,18,202,582,4.04
294,19,599,231,5.2
294,20,870,682,5.27
294,21,3,609,1.41
294,22,113,366,5.52
294,23,262,347,0.99
294,24,302,558,3.98
294,25,462,30,6.1
294,26,255,489,5.87
294,27,273,417,5.82
294,28,26,29,0.84
294,29,652,731,0.4
294,30,278,176,4.46
294,31,673,672,2.25
294,32,750,11,4.85
294,33,608,641,1.55
294,34,308,503,5.48
294,35,92,257,0.43
294,36,904,275,2.91
294,37,233,562,0.7
294,38,907,709,0.77
294,39,661,14,6.18
294,40,604,687,0.38
294,41,9,189,5.4
294,42,754,339,1.34
294,43,797,112,2.63
294,44,427,380,1.98
294,45,963,471,2.22
294,46,23,593,4.56
294,47,616,474,3.14
294,48,123,460,2.87
294,49,420,396,0.92
300,0,393,463,4.07
300,1,209,63,6.22
300,2,432,515,2.02
300,3,925,159,5.82
300,4,605,534,0.71
300,5,952,313,5.89
300,6,791,270,4.85
300,7,401,627,2.59
300,8,486,116,0.35
300,9,758,99,1.72
300,10,760,59,3.05
300,11,904,783,5.25
300,12,825,33,4.08
300,13,551,205,3.06
300,14,937,470,2.34
300,15,252,468,4.89
300,16,464,729,1.44
300,17,613,654,3.51
300,18,202,582,4.04
300,19,608,213,5.2
300,20,870,682,5.27
300,21,6,629,1.41
300,22,127,352,5.52
300,23,273,364,0.99
300,24,289,543,3.98
300,25,482,26,6.1
300,26,274,481,5.87
300,27,290,408,5.82
300,28,26,29,0.84
300,29,671,739,0.4
300,30,273,156,4.46
300,31,660,688,2.25
300,32,753,791,4.85
300,33,608,661,1.55
300,34,322,488,5.48
300,35,92,257,0.43
300,36,885,280,2.91
300,37,249,575,0.7
300,38,907,709,0.77
300,39,661,14,6.18
300,40,604,687,0.38
300,41,21,173,5.4
300,42,758,359,1.34
300,43,797,112,2.63
300,44,427,380,1.98
300,45,951,487,2.22
300,46,23,593,4.56
300,47,596,474,3.14
300,48,104,465,2.87
300,49,433,412,0.92
306,0,381,447,4.07
306,1,229,62,6.22
306,2,425,530,4.53
306,3,942,150,5.82
306,4,620,547,0.71
306,5,970,306,5.89
306,6,794,250,4.85
306,7,401,627,2.59
306,8,505,123,0.35
306,9,757,106,3.33
306,10,740,61,3.05
306,11,914,766,5.25
306,12,813,17,4.08
306,13,531,207,3.06
306,14,923,484,2.34
306,15,256,449,4.89
306,16,467,748,1.44
306,17,594,647,3.51
306,18,202,582,4.04
306,19,617,196,5.2
306,20,870,682,5.27
306,21,9,649,1.41
306,22,142,338,5.52
306,23,284,380,0.99
306,24,276,528,3.98
306,25,485,26,1.97
306,26,292,473,5.87
306,27,308,399,5.82
306,28,26,29,0.84
306,29,689,747,0.4
306,30,268,137,4.46
306,31,648,703,2.25
306,32,756,772,4.85
306,33,609,681,1.55
306,34,336,474,5.48
306,35,92,257,0.43
306,36,865,284,2.91
306,37,264,588,0.7
306,38,907,709,0.77
306,39,661,14,6.18
306,40,604,687,0.38
306,41,34,158,5.4
306,42,763,378,1.34
306,43,797,112,2.63
306,44,427,380,1.98
306,45,939,503,2.22
306,46,23,593,4.56
306,47,576,474,3.14
306,48,84,471,2.87
306,49,435,414,6.04
312,0,377,442,6.22
312,1,235,61,5.21
312,2,425,530,0.91
312,3,948,147,3.38
312,4,625,551,3.35
312,5,976,303,3.28
312,6,795,243,0.15
312,7,401,627,0.83
312,8,511,126,3.34
312,9,757,106,3.89
312,10,733,62,3.78
312,11,918,760,1.62
312,12,809,12,5.98
312,13,524,207,3.71
312,14,918,489,0.68
312,15,257,442,1.57
312,16,468,755,4.42
312,17,588,645,3.0
312,18,202,582,4.97
312,19,621,190,1.87
312,20,870,682,0.76
312,21,10,655,5.82
312,22,147,334,0.75
312,23,288,386,5.85
312,24,271,523,5.52
312,25,485,26,0.32
312,26,298,470,3.42
312,27,314,396,3.74
312,28,26,29,4.81
312,29,695,750,2.65
312,30,266,130,1.19
312,31,643,708,0.6
312,32,757,765,2.31
312,33,609,687,5.37
312,34,341,469,2.16
312,35,92,257,3.06
312,36,859,286,1.76
312,37,269,592,4.13
312,38,907,709,2.92
312,39,661,14,4.75
312,40,604,687,3.58
312,41,38,153,2.66
312,42,764,384,3.77
312,43,797,112,2.28
312,44,427,380,1.46
312,45,935,508,5.88
312,46,23,593,0.97
312,47,569,474,3.36
312,48,78,472,1.85
312,49,435,414,3.2
318,0,377,442,6.22
318,1,235,61,5.21
318,2,425,530,0.91
318,3,948,147,3.38
318,4,625,551,3.35
318,5,976,303,3.61
318,6,795,243,0.15
318,7,401,627,0.83
318,8,511,126,3.34
318,9,757,106,3.89
318,10,733,62,3.78
318,11,918,760,1.62
318,12,809,12,5.98
318,13,524,207,3.71
318,14,918,489,0.68
318,15,257,442,1.57
318,16,468,755,4.42
318,17,588,645,3.0
318,18,202,582,4.97
318,19,621,190,1.87
318,20,870,682,0.76
318,21,10,655,5.82
318,22,147,334,0.75
318,23,288,386,5.85
318,24,271,523,5.52
318,25,485,26,0.32
318,26,298,470,3.42
318,27,314,396,2.26
318,28,26,29,4.81
318,29,695,750,2.65
318,30,266,130,1.19
318,31,643,708,0.6
318,32,757,765,2.31
318,33,609,687,5.37
318,34,341,469,2.16
318,35,92,257,3.06
318,36,859,286,1.76
318,37,269,592,4.13
318,38,907,709,2.92
318,39,661,14,4.75
318,40,604,687,3.58
318,41,38,153,2.66
318,42,764,384,3.77
318,43,797,112,2.28
318,44,427,380,1.46
318,45,935,508,5.88
318,46,23,593,0.97
318,47,569,474,3.36
318,48,78,472,1.85
318,49,435,414,3.2
324,0,380,441,6.22
324,1,237,59,5.21
324,2,425,530,0.91
324,3,948,147,0.92
324,4,622,550,3.35
324,5,976,303,3.61
324,6,798,244,0.15
324,7,401,627,0.83
324,8,508,125,3.34
324,9,757,106,3.89
324,10,730,60,3.78
324,11,918,760,6.02
324,12,812,11,5.98
324,13,521,206,3.71
324,14,921,491,0.68
324,15,257,442,2.59
324,16,467,752,4.42
324,17,584,645,3.0
324,18,202,582,4.97
324,19,620,193,1.87
324,20,870,682,0.76
324,21,10,655,1.42
324,22,149,336,0.75
324,23,291,385,5.85
324,24,274,521,6.09
324,25,485,26,0.32
324,26,295,469,3.42
324,27,314,396,2.26
324,28,26,29,4.81
324,29,692,751,2.65
324,30,267,133,1.19
324,31,646,710,0.6
324,32,757,765,2.31
324,33,611,685,5.37
324,34,341,469,2.9
324,35,92,257,3.06
324,36,858,289,1.76
324,37,267,589,4.13
324,38,907,709,2.92
324,39,661,14,4.75
324,40,604,687,3.58
324,41,35,154,2.66
324,42,761,383,3.77
324,43,797,112,2.28
324,44,427,380,1.46
324,45,938,507,5.88
324,46,23,593,0.97
324,47,566,473,3.36
324,48,77,476,1.85
324,49,435,414,3.2
330,0,400,440,6.22
330,1,239,56,1.11
330,2,425,530,0.91
330,3,948,147,0.92
330,4,602,546,3.35
330,5,976,303,3.61
330,6,818,247,0.15
330,7,401,627,0.83
330,8,488,121,3.34
330,9,757,106,3.89
330,10,714,48,3.78
330,11,918,760,6.02
330,12,831,5,5.98
330,13,505,195,3.71
330,14,936,504,0.68
330,15,257,442,2.59
330,16,461,733,4.42
330,17,565,648,3.0
330,18,202,582,4.97
330,19,614,212,1.87
330,20,870,682,0.76
330,21,10,655,1.42
330,22,164,350,0.75
330,23,309,376,5.85
330,24,274,521,6.09
330,25,485,26,0.32
330,26,276,464,3.42
330,27,314,396,2.26
330,28,28,12,4.81
330,29,675,761,2.65
330,30,275,152,1.19
330,31,663,721,0.6
330,32,757,765,2.31
330,33,623,669,5.37
330,34,341,469,2.9
330,35,92,257,3.06
330,36,854,309,1.76
330,37,256,573,4.13
330,38,907,709,2.92
330,39,662,1,4.75
330,40,604,687,3.58
330,41,18,164,2.66
330,42,745,371,3.77
330,43,786,125,2.28
330,44,427,380,1.46
330,45,957,499,5.88
330,46,23,593,0.97
330,47,546,469,3.36
330,48,71,495,1.85
330,49,435,414,3.2
336,0,420,439,6.22
336,1,239,56,1.11
336,2,425,530,0.91
336,3,948,147,0.92
336,4,582,542,3.35
336,5,976,303,3.61
336,6,838,250,0.15
336,7,415,641,0.83
336,8,469,117,3.34
336,9,757,106,3.89
336,10,698,36,3.78
336,11,918,760,6.02
336,12,850,799,5.98
336,13,488,184,3.71
336,14,952,517,0.68
336,15,257,442,2.59
336,16,455,714,4.42
336,17,545,651,3.0
336,18,206,566,4.97
336,19,608,231,1.87
336,20,875,686,0.76
336,21,10,655,1.42
336,22,178,363,0.75
336,23,327,368,5.85
336,24,274,521,6.09
336,25,485,26,0.32
336,26,256,458,3.42
336,27,314,396,2.26
336,28,30,792,4.81
336,29,657,770,2.65
336,30,279,161,2.81
336,31,679,733,0.6
336,32,757,765,2.31
336,33,635,653,5.37
336,34,341,469,2.9
336,35,82,258,3.06
336,36,851,328,1.76
336,37,245,556,4.13
336,38,907,709,2.92
336,39,662,781,4.75
336,40,586,678,3.58
336,41,0,173,2.66
336,42,729,359,3.77
336,43,773,140,2.28
336,44,429,396,1.46
336,45,975,491,5.88
336,46,34,610,0.97
336,47,527,464,3.36
336,48,66,514,1.85
336,49,435,414,3.2
342,0,440,437,6.22
342,1,239,56,1.11
342,2,425,530,0.91
342,3,948,147,0.92
342,4,563,538,3.35
342,5,976,303,3.61
342,6,858,253,0.15
342,7,428,656,0.83
342,8,449,113,3.34
342,9,757,106,3.89
342,10,682,24,3.78
342,11,918,760,6.02
342,12,869,793,5.98
342,13,471,173,3.71
342,14,967,529,0.68
342,15,257,442,2.59
342,16,450,694,4.42
342,17,525,654,3.0
342,18,211,547,4.97
342,19,602,250,1.87
342,20,890,700,0.76
342,21,10,655,1.42
342,22,193,377,0.75
342,23,345,359,5.85
342,24,274,521,6.09
342,25,485,26,0.32
342,26,237,453,3.42
342,27,314,396,2.26
342,28,32,772,4.81
342,29,639,780,2.65
342,30,279,161,2.81
342,31,696,744,0.6
342,32,757,765,2.31
342,33,647,637,5.37
342,34,341,469,2.9
342,35,62,260,3.06
342,36,847,348,1.76
342,37,234,539,4.13
342,38,891,712,2.92
342,39,663,761,4.75
342,40,567,670,3.58
342,41,982,182,2.66
342,42,713,347,3.77
342,43,760,155,2.28
342,44,431,416,1.46
342,45,993,484,5.88
342,46,45,626,0.97
342,47,507,460,3.36
342,48,60,533,1.85
342,49,435,414,3.2
348,0,444,437,2.38
348,1,239,56,1.11
348,2,425,530,0.91
348,3,948,147,0.92
348,4,543,534,3.35
348,5,976,303,3.61
348,6,877,256,0.15
348,7,442,671,0.83
348,8,430,109,3.34
348,9,755,103,3.89
348,10,666,12,3.78
348,11,918,760,6.02
348,12,889,787,5.98
348,13,454,163,3.71
348,14,983,542,0.68
348,15,257,442,2.59
348,16,444,675,4.42
348,17,505,657,3.0
348,18,217,527,4.97
348,19,596,269,1.87
348,20,904,714,0.76
348,21,10,655,1.42
348,22,208,390,0.75
348,23,363,351,5.85
348,24,274,521,6.09
348,25,492,28,0.32
348,26,218,447,3.42
348,27,314,396,2.26
348,28,34,752,4.81
348,29,622,789,2.65
348,30,279,161,2.81
348,31,712,755,0.6
348,32,757,765,2.31
348,33,659,621,5.37
348,34,341,469,2.9
348,35,43,261,3.06
348,36,843,368,1.76
348,37,223,522,4.13
348,38,871,717,2.92
348,39,664,741,4.75
348,40,549,661,3.58
348,41,964,191,2.66
348,42,697,336,3.77
348,43,747,170,2.28
348,44,433,436,1.46
348,45,0,481,6.21
348,46,56,643,0.97
348,47,488,456,3.36
348,48,55,552,1.85
348,49,428,414,3.2
354,0,444,437,2.38
354,1,239,56,1.11
354,2,433,540,0.91
354,3,950,149,0.92
354,4,524,530,3.35
354,5,973,302,3.61
354,6,897,259,0.15
354,7,455,686,0.83
354,8,416,106,2.41
354,9,740,90,3.89
354,10,650,0,3.78
354,11,921,759,6.02
354,12,908,782,5.98
354,13,443,155,3.91
354,14,998,554,0.68
354,15,254,444,2.59
354,16,438,656,4.42
354,17,485,660,3.0
354,18,222,508,4.97
354,19,590,289,1.87
354,20,919,727,0.76
354,21,11,659,1.42
354,22,223,404,0.75
354,23,382,342,5.85
354,24,274,521,6.09
354,25,511,34,0.32
354,26,199,442,3.42
354,27,312,399,2.26
354,28,36,732,4.81
354,29,604,799,2.65
354,30,279,161,2.81
354,31,729,767,0.6
354,32,754,767,2.31
354,33,670,608,0.52
354,34,337,470,2.9
354,35,23,263,3.06
354,36,840,387,1.76
354,37,212,506,4.13
354,38,852,721,2.92
354,39,664,721,4.75
354,40,531,653,3.58
354,41,947,201,2.66
354,42,680,324,3.77
354,43,733,185,2.28
354,44,435,456,1.46
354,45,0,481,6.21
354,46,68,659,0.97
354,47,468,451,3.36
354,48,49,572,1.85
354,49,408,413,3.2
360,0,444,437,2.38
360,1,246,71,1.11
360,2,445,556,0.91
360,3,963,165,0.92
360,4,504,526,3.35
360,5,955,293,3.61
360,6,917,262,0.15
360,7,469,700,0.83
360,8,416,106,2.41
360,9,725,76,3.89
360,10,634,788,3.78
360,11,940,754,6.02
360,12,927,776,5.98
360,13,443,155,3.91
360,14,14,567,0.68
360,15,237,455,2.59
360,16,432,637,4.42
360,17,466,662,3.0
360,18,227,489,4.97
360,19,584,308,1.87
360,20,933,741,0.76
360,21,14,678,1.42
360,22,237,418,0.75
360,23,400,334,5.85
360,24,293,517,6.09
360,25,530,40,0.32
360,26,179,437,3.42
360,27,300,414,2.26
360,28,38,713,4.81
360,29,587,8,2.65
360,30,279,161,2.81
360,31,745,778,0.6
360,32,741,782,2.31
360,33,670,608,0.52
360,34,318,475,2.9
360,35,3,265,3.06
360,36,836,407,1.76
360,37,201,489,4.13
360,38,832,726,2.92
360,39,665,701,4.75
360,40,513,644,3.58
360,41,929,210,2.66
360,42,664,312,3.77
360,43,720,201,2.28
360,44,438,476,1.46
360,45,0,481,6.21
360,46,79,676,0.97
360,47,449,447,3.36
360,48,44,591,1.85
360,49,388,412,3.2
366,0,444,437,2.38
366,1,255,88,1.11
366,2,457,572,0.91
366,3,975,181,0.92
366,4,485,522,3.35
366,5,938,284,3.61
366,6,937,265,0.15
366,7,482,715,0.83
366,8,416,106,2.41
366,9,710,63,3.89
366,10,618,776,3.78
366,11,960,748,6.02
366,12,946,770,5.98
366,13,443,155,3.91
366,14,29,579,0.68
366,15,220,465,2.59
366,16,426,618,4.42
366,17,446,665,3.0
366,18,232,469,4.97
366,19,578,327,1.87
366,20,948,755,0.76
366,21,17,698,1.42
366,22,247,427,0.41
366,23,418,326,5.85
366,24,313,513,6.09
366,25,549,47,0.32
366,26,160,431,3.42
366,27,287,430,2.26
366,28,40,693,4.81
366,29,569,18,2.65
366,30,269,165,2.81
366,31,751,782,1.2
366,32,727,797,2.31
366,33,670,608,0.52
366,34,299,479,2.9
366,35,983,266,3.06
366,36,832,427,1.76
366,37,190,472,4.13
366,38,813,730,2.92
366,39,666,681,0.88
366,40,495,636,3.58
366,41,911,219,2.66
366,42,653,304,5.31
366,43,707,216,2.28
366,44,440,496,1.46
366,45,0,481,6.21
366,46,90,692,0.97
366,47,429,443,3.36
366,48,38,610,1.85
366,49,368,411,3.2
372,0,444,437,1.53
372,1,259,97,4.33
372,2,463,580,4.68
372,3,981,189,3.92
372,4,475,519,3.88
372,5,929,279,3.62
372,6,947,266,2.98
372,7,489,723,5.04
372,8,416,106,1.26
372,9,703,56,3.78
372,10,610,770,4.0
372,11,969,746,3.72
372,12,955,767,2.75
372,13,443,155,3.37
372,14,37,586,4.02
372,15,212,470,2.22
372,16,423,608,0.28
372,17,436,667,2.84
372,18,235,460,0.67
372,19,576,336,1.09
372,20,955,762,4.06
372,21,18,708,5.46
372,22,247,427,3.63
372,23,427,321,2.13
372,24,323,511,2.49
372,25,558,50,2.91
372,26,150,428,3.73
372,27,281,438,0.97
372,28,41,683,2.58
372,29,560,22,1.59
372,30,260,168,2.91
372,31,751,782,4.66
372,32,720,4,0.91
372,33,670,608,1.73
372,34,289,482,2.04
372,35,973,267,3.08
372,36,829,446,1.76
372,37,185,464,4.47
372,38,803,732,2.6
372,39,666,681,4.54
372,40,486,632,3.98
372,41,902,224,2.29
372,42,653,304,0.94
372,43,701,223,6.18
372,44,441,506,5.61
372,45,0,481,3.81
372,46,96,700,4.5
372,47,420,440,3.43
372,48,36,620,0.77
372,49,358,410,2.76
378,0,444,437,1.53
378,1,259,97,4.33
378,2,463,580,4.68
378,3,981,189,3.92
378,4,475,519,3.88
378,5,929,279,3.62
378,6,947,266,2.98
378,7,489,723,5.04
378,8,416,106,1.26
378,9,703,56,3.78
378,10,610,770,4.0
378,11,969,746,3.72
378,12,955,767,2.75
378,13,443,155,3.37
378,14,37,586,4.02
378,15,212,470,2.22
378,16,423,608,0.28
378,17,436,667,2.84
378,18,235,460,0.67
378,19,576,336,1.09
378,20,955,762,4.06
378,21,18,708,5.46
378,22,247,427,3.63
378,23,427,321,2.13
378,24,323,511,2.49
378,25,558,50,2.91
378,26,150,428,3.73
378,27,281,438,0.97
378,28,41,683,2.58
378,29,560,22,6.05
378,30,260,168,2.91
378,31,751,782,4.66
378,32,720,4,0.91
378,33,670,608,1.73
378,34,289,482,2.04
378,35,973,267,3.08
378,36,825,466,1.76
378,37,185,464,4.47
378,38,803,732,2.6
378,39,666,681,4.54
378,40,486,632,3.98
378,41,902,224,2.29
378,42,653,304,0.94
378,43,701,223,6.18
378,44,441,506,5.61
378,45,0,481,3.81
378,46,96,700,4.5
378,47,420,440,3.23
378,48,36,620,0.77
378,49,358,410,2.76
384,0,444,437,1.53
384,1,259,97,4.33
384,2,463,580,4.68
384,3,981,189,3.92
384,4,475,519,3.88
384,5,929,279,3.62
384,6,947,266,2.98
384,7,489,723,5.04
384,8,416,106,1.26
384,9,703,56,3.78
384,10,610,770,4.0
384,11,969,746,3.72
384,12,955,767,0.03
384,13,443,155,3.37
384,14,37,586,4.02
384,15,212,470,2.22
384,16,423,608,0.28
384,17,436,667,2.84
384,18,235,460,0.67
384,19,576,336,1.09
384,20,955,762,4.06
384,21,18,708,5.46
384,22,247,427,3.63
384,23,427,321,2.13
384,24,323,511,2.49
384,25,558,50,0.77
384,26,150,428,3.73
384,27,281,438,0.97
384,28,41,683,2.58
384,29,560,22,6.05
384,30,260,168,2.91
384,31,751,782,4.66
384,32,720,4,0.91
384,33,670,608,1.73
384,34,289,482,2.04
384,35,973,267,3.08
384,36,821,486,1.76
384,37,185,464,4.47
384,38,803,732,2.6
384,39,666,681,4.54
384,40,486,632,3.98
384,41,902,224,2.29
384,42,653,304,0.94
384,43,701,223,6.18
384,44,441,506,5.61
384,45,0,481,3.81
384,46,96,700,4.5
384,47,420,440,3.23
384,48,36,620,5.28
384,49,358,410,2.76
390,0,444,444,1.53
390,1,252,79,4.33
390,2,463,560,4.68
390,3,966,175,3.92
390,4,460,506,3.88
390,5,911,270,3.62
390,6,927,269,2.98
390,7,495,704,5.04
390,8,416,106,1.26
390,9,687,44,3.78
390,10,597,755,4.0
390,11,953,735,3.72
390,12,955,767,0.03
390,13,443,155,3.37
390,14,31,578,1.11
390,15,200,486,2.22
390,16,442,614,0.28
390,17,417,673,2.84
390,18,250,472,0.67
390,19,585,354,1.09
390,20,943,746,4.06
390,21,32,693,5.46
390,22,247,427,3.63
390,23,416,338,2.13
390,24,307,524,2.49
390,25,558,50,0.77
390,26,134,417,3.73
390,27,292,454,0.97
390,28,41,683,2.58
390,29,560,22,6.05
390,30,240,172,2.91
390,31,751,782,4.66
390,32,733,20,0.91
390,33,670,608,1.73
390,34,280,500,2.04
390,35,953,268,3.08
390,36,821,489,3.66
390,37,180,444,4.47
390,38,786,743,2.6
390,39,666,681,4.54
390,40,473,617,3.98
390,41,889,239,2.29
390,42,653,304,0.94
390,43,721,221,6.18
390,44,457,493,5.61
390,45,997,479,3.81
390,46,92,681,4.5
390,47,420,440,3.23
390,48,36,620,5.28
390,49,340,418,2.76
396,0,445,464,1.53
396,1,244,60,4.33
396,2,462,540,4.68
396,3,952,161,3.92
396,4,445,493,3.88
396,5,893,261,3.62
396,6,907,272,2.98
396,7,502,685,5.04
396,8,416,106,1.26
396,9,671,32,3.78
396,10,584,740,4.0
396,11,936,724,3.72
396,12,955,767,0.03
396,13,443,155,3.37
396,14,31,578,1.11
396,15,188,502,2.22
396,16,462,619,0.28
396,17,398,678,2.84
396,18,266,485,0.67
396,19,594,372,1.09
396,20,930,730,4.06
396,21,45,679,5.46
396,22,247,427,3.63
396,23,405,355,2.13
396,24,291,536,2.49
396,25,558,50,0.77
396,26,117,406,3.73
396,27,303,471,0.97
396,28,41,683,2.58
396,29,560,22,6.05
396,30,221,177,2.91
396,31,751,782,4.66
396,32,745,36,0.91
396,33,670,608,1.73
396,34,271,517,2.04
396,35,933,270,3.08
396,36,821,489,3.66
396,37,175,425,4.47
396,38,769,753,2.6
396,39,666,681,4.54
396,40,459,602,3.98
396,41,876,254,2.29
396,42,653,304,0.94
396,43,741,219,6.18
396,44,462,489,0.19
396,45,981,467,3.81
396,46,89,668,1.97
396,47,420,440,3.23
396,48,36,620,5.28
396,49,321,425,2.76
402,0,445,484,1.53
402,1,237,42,4.33
402,2,461,520,4.68
402,3,938,147,3.92
402,4,430,479,3.88
402,5,875,252,3.62
402,6,887,276,2.98
402,7,508,666,5.04
402,8,422,122,1.26
402,9,655,20,3.78
402,10,571,725,4.0
402,11,919,713,3.72
402,12,955,767,0.03
402,13,427,152,3.37
402,14,31,578,1.11
402,15,176,518,2.22
402,16,478,624,2.17
402,17,379,684,2.84
402,18,282,497,0.67
402,19,603,390,1.09
402,20,918,714,4.06
402,21,59,664,5.46
402,22,247,427,3.63
402,23,395,372,2.13
402,24,275,548,2.49
402,25,558,50,0.77
402,26,101,395,3.73
402,27,315,487,0.97
402,28,41,683,2.58
402,29,560,22,6.05
402,30,201,182,2.91
402,31,751,782,4.66
402,32,757,52,0.91
402,33,667,621,1.73
402,34,262,535,2.04
402,35,913,271,3.08
402,36,821,489,3.66
402,37,170,406,4.47
402,38,751,763,2.6
402,39,666,681,4.54
402,40,446,587,3.98
402,41,863,269,2.29
402,42,653,304,0.94
402,43,757,217,1.87
402,44,462,489,0.19
402,45,966,454,3.81
402,46,89,668,1.97
402,47,420,440,3.23
402,48,36,620,5.28
402,49,302,433,2.76
408,0,446,504,1.53
408,1,229,23,4.33
408,2,461,500,4.68
408,3,924,133,3.92
408,4,426,475,5.08
408,5,858,242,3.62
408,6,868,279,2.98
408,7,515,647,5.04
408,8,428,141,1.26
408,9,639,8,3.78
408,10,558,710,1.69
408,11,902,702,3.72
408,12,955,767,0.03
408,13,407,147,3.37
408,14,31,578,1.11
408,15,164,534,2.22
408,16,478,624,2.17
408,17,359,690,2.84
408,18,297,510,0.67
408,19,612,407,1.09
408,20,906,698,4.06
408,21,73,649,5.46
408,22,247,427,3.63
408,23,384,389,2.13
408,24,259,560,2.49
408,25,558,50,0.77
408,26,84,384,3.73
408,27,326,503,0.97
408,28,41,683,2.58
408,29,560,22,6.05
408,30,182,186,2.91
408,31,750,778,4.66
408,32,770,67,0.91
408,33,664,641,1.73
408,34,253,553,2.04
408,35,893,272,3.08
408,36,821,489,3.66
408,37,166,386,4.47
408,38,734,773,2.6
408,39,666,681,4.54
408,40,432,572,3.98
408,41,850,284,2.29
408,42,653,304,0.94
408,43,757,217,1.87
408,44,462,489,0.19
408,45,950,442,3.81
408,46,89,668,1.97
408,47,420,440,3.23
408,48,36,620,5.28
408,49,284,440,2.76
414,0,447,524,1.53
414,1,222,5,4.33
414,2,460,480,4.68
414,3,910,119,3.92
414,4,426,475,5.08
414,5,840,233,3.62
414,6,848,282,2.98
414,7,521,628,5.04
414,8,434,160,1.26
414,9,623,796,3.78
414,10,558,710,1.69
414,11,886,691,3.72
414,12,955,767,0.03
414,13,388,143,3.37
414,14,31,578,1.11
414,15,151,550,2.22
414,16,478,624,2.17
414,17,340,696,2.84
414,18,313,522,0.67
414,19,621,425,1.09
414,20,894,683,4.06
414,21,86,635,5.46
414,22,232,419,3.63
414,23,373,406,2.13
414,24,243,572,2.49
414,25,558,50,0.77
414,26,67,373,3.73
414,27,337,520,0.97
414,28,41,683,2.58
414,29,560,22,6.05
414,30,162,191,2.91
414,31,749,758,4.66
414,32,782,83,0.91
414,33,661,661,1.73
414,34,244,571,2.04
414,35,873,273,3.08
414,36,821,489,3.66
414,37,161,367,4.47
414,38,717,784,2.6
414,39,664,671,4.54
414,40,419,557,3.98
414,41,837,299,2.29
414,42,663,318,0.94
414,43,757,217,1.87
414,44,462,489,0.19
414,45,934,429,3.81
414,46,89,668,1.97
414,47,420,440,3.23
414,48,36,620,5.28
414,49,265,447,2.76
420,0,448,544,1.53
420,1,214,786,4.33
420,2,459,460,4.68
420,3,896,105,3.92
420,4,426,475,5.08
420,5,822,224,3.62
420,6,828,285,2.98
420,7,527,609,5.04
420,8,440,179,1.26
420,9,607,784,3.78
420,10,558,710,1.69
420,11,869,680,3.72
420,12,975,768,0.03
420,13,368,138,3.37
420,14,35,587,1.11
420,15,139,566,2.22
420,16,478,624,2.17
420,17,337,697,1.15
420,18,326,532,5.06
420,19,631,443,1.09
420,20,882,667,4.06
420,21,100,620,5.46
420,22,215,409,3.63
420,23,363,423,2.13
420,24,227,584,2.49
420,25,573,64,0.77
420,26,56,365,2.05
420,27,349,536,0.97
420,28,24,693,2.58
420,29,580,18,6.05
420,30,143,196,2.91
420,31,748,738,4.66
420,32,794,99,0.91
420,33,658,680,1.73
420,34,241,577,0.84
420,35,853,274,3.08
420,36,806,481,3.66
420,37,156,347,4.47
420,38,700,794,2.6
420,39,661,651,4.54
420,40,406,542,3.98
420,41,824,314,2.29
420,42,675,334,0.94
420,43,757,217,1.87
420,44,462,489,0.19
420,45,918,417,3.81
420,46,89,668,1.97
420,47,403,439,0.15
420,48,46,603,5.28
420,49,247,455,2.76
426,0,448,564,1.53
426,1,207,768,4.33
426,2,459,440,4.68
426,3,881,91,3.92
426,4,426,475,5.08
426,5,804,215,3.62
426,6,808,288,2.98
426,7,534,590,5.04
426,8,446,198,1.26
426,9,591,772,3.78
426,10,558,710,1.69
426,11,852,669,3.72
426,12,995,768,0.03
426,13,349,134,3.37
426,14,44,605,1.11
426,15,127,582,2.22
426,16,478,624,2.17
426,17,337,697,1.15
426,18,326,532,5.06
426,19,640,461,1.09
426,20,880,664,2.15
426,21,114,606,5.46
426,22,197,400,3.63
426,23,352,440,2.13
